"","provider","provider_title","algorithm","algorithm_id","algorithm_title","provider_can_be_activated","provider_is_active","provider_long_name","provider_version","provider_warning","can_cancel","deprecated","group","has_known_issues","help_url","requires_matching_crs","short_description","default_raster_file_extension","default_vector_file_extension","supports_non_file_based_output"
"27","gdal","GDAL","gdal:gridnearestneighbor","gridnearestneighbor","Grid (Nearest neighbor)",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster analysis",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"28","gdal","GDAL","gdal:hillshade","hillshade","Hillshade",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster analysis",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"29","gdal","GDAL","gdal:importvectorintopostgisdatabaseavailableconnections","importvectorintopostgisdatabaseavailableconnections","Export to PostgreSQL (available connections)",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Vector miscellaneous",FALSE,NA,FALSE,"Exports a vector layer to an existing PostgreSQL database connection","tif","gpkg",FALSE
"30","gdal","GDAL","gdal:importvectorintopostgisdatabasenewconnection","importvectorintopostgisdatabasenewconnection","Export to PostgreSQL (new connection)",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Vector miscellaneous",FALSE,NA,FALSE,"Exports a vector layer to a new PostgreSQL database connection","tif","gpkg",FALSE
"31","gdal","GDAL","gdal:merge","merge","Merge",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster miscellaneous",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"32","gdal","GDAL","gdal:nearblack","nearblack","Near black",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster analysis",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"33","gdal","GDAL","gdal:offsetcurve","offsetcurve","Offset curve",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Vector geoprocessing",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"34","gdal","GDAL","gdal:ogrinfo","ogrinfo","Vector information",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Vector miscellaneous",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"35","gdal","GDAL","gdal:onesidebuffer","onesidebuffer","One side buffer",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Vector geoprocessing",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"36","gdal","GDAL","gdal:overviews","overviews","Build overviews (pyramids)",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster miscellaneous",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"37","gdal","GDAL","gdal:pansharp","pansharp","Pansharpening",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster miscellaneous",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"38","gdal","GDAL","gdal:pcttorgb","pcttorgb","PCT to RGB",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster conversion",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"39","gdal","GDAL","gdal:pointsalonglines","pointsalonglines","Points along lines",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Vector geoprocessing",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"40","gdal","GDAL","gdal:polygonize","polygonize","Polygonize (raster to vector)",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster conversion",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"41","gdal","GDAL","gdal:proximity","proximity","Proximity (raster distance)",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster analysis",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"42","gdal","GDAL","gdal:rastercalculator","rastercalculator","Raster calculator",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster miscellaneous",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"43","gdal","GDAL","gdal:rasterize","rasterize","Rasterize (vector to raster)",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Vector conversion",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"44","gdal","GDAL","gdal:rasterize_over","rasterize_over","Rasterize (overwrite with attribute)",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Vector conversion",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"45","gdal","GDAL","gdal:rasterize_over_fixed_value","rasterize_over_fixed_value","Rasterize (overwrite with fixed value)",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Vector conversion",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"46","gdal","GDAL","gdal:rearrange_bands","rearrange_bands","Rearrange bands",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster conversion",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"47","gdal","GDAL","gdal:retile","retile","Retile",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster miscellaneous",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"48","gdal","GDAL","gdal:rgbtopct","rgbtopct","RGB to PCT",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster conversion",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"49","gdal","GDAL","gdal:roughness","roughness","Roughness",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster analysis",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"50","gdal","GDAL","gdal:sieve","sieve","Sieve",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster analysis",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"51","gdal","GDAL","gdal:slope","slope","Slope",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster analysis",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"52","gdal","GDAL","gdal:tileindex","tileindex","Tile index",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster miscellaneous",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"53","gdal","GDAL","gdal:tpitopographicpositionindex","tpitopographicpositionindex","Topographic Position Index (TPI)",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster analysis",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"54","gdal","GDAL","gdal:translate","translate","Translate (convert format)",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster conversion",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"55","gdal","GDAL","gdal:triterrainruggednessindex","triterrainruggednessindex","Terrain Ruggedness Index (TRI)",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster analysis",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"56","gdal","GDAL","gdal:warpreproject","warpreproject","Warp (reproject)",TRUE,TRUE,"GDAL (3.0.4)",NA,NA,TRUE,FALSE,"Raster projections",FALSE,NA,FALSE,NA,"tif","gpkg",FALSE
"57","grass7","GRASS","grass7:i.albedo","i.albedo","i.albedo",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.albedo.html",FALSE,"Computes broad band albedo from surface reflectance.","tif","gpkg",FALSE
"58","grass7","GRASS","grass7:i.aster.toar","i.aster.toar","i.aster.toar",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.aster.toar.html",FALSE,"Calculates Top of Atmosphere Radiance/Reflectance/Brightness Temperature from ASTER DN.","tif","gpkg",FALSE
"59","grass7","GRASS","grass7:i.atcorr","i.atcorr","i.atcorr",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.atcorr.html",FALSE,"Performs atmospheric correction using the 6S algorithm.","tif","gpkg",FALSE
"60","grass7","GRASS","grass7:i.biomass","i.biomass","i.biomass",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.biomass.html",FALSE,"Computes biomass growth, precursor of crop yield calculation.","tif","gpkg",FALSE
"61","grass7","GRASS","grass7:i.cca","i.cca","i.cca",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.cca.html",FALSE,"Canonical components analysis (CCA) program for image processing.","tif","gpkg",FALSE
"62","grass7","GRASS","grass7:i.cluster","i.cluster","i.cluster",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.cluster.html",FALSE,"Generates spectral signatures for land cover types in an image using a clustering algorithm.","tif","gpkg",FALSE
"63","grass7","GRASS","grass7:i.colors.enhance","i.colors.enhance","i.colors.enhance",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.colors.enhance.html",FALSE,"Performs auto-balancing of colors for RGB images.","tif","gpkg",FALSE
"64","grass7","GRASS","grass7:i.eb.eta","i.eb.eta","i.eb.eta",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.eb.eta.html",FALSE,"Actual evapotranspiration for diurnal period (Bastiaanssen, 1995).","tif","gpkg",FALSE
"65","grass7","GRASS","grass7:i.eb.evapfr","i.eb.evapfr","i.eb.evapfr",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.eb.evapfr.html",FALSE,"Computes evaporative fraction (Bastiaanssen, 1995) and root zone soil moisture (Makin, Molden and Bastiaanssen, 2001).","tif","gpkg",FALSE
"66","grass7","GRASS","grass7:i.eb.hsebal01.coords","i.eb.hsebal01.coords","i.eb.hsebal01.coords",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.eb.hsebal01.html",FALSE,"i.eb.hsebal01.coords - Computes sensible heat flux iteration SEBAL 01. Inline coordinates","tif","gpkg",FALSE
"67","grass7","GRASS","grass7:i.eb.netrad","i.eb.netrad","i.eb.netrad",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.eb.netrad.html",FALSE,"Net radiation approximation (Bastiaanssen, 1995).","tif","gpkg",FALSE
"68","grass7","GRASS","grass7:i.eb.soilheatflux","i.eb.soilheatflux","i.eb.soilheatflux",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.eb.soilheatflux.html",FALSE,"Soil heat flux approximation (Bastiaanssen, 1995).","tif","gpkg",FALSE
"69","grass7","GRASS","grass7:i.emissivity","i.emissivity","i.emissivity",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.emissivity.html",FALSE,"Computes emissivity from NDVI, generic method for sparse land.","tif","gpkg",FALSE
"70","grass7","GRASS","grass7:i.evapo.mh","i.evapo.mh","i.evapo.mh",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.evapo.mh.html",FALSE,"Computes evapotranspiration calculation modified or original Hargreaves formulation, 2001.","tif","gpkg",FALSE
"71","grass7","GRASS","grass7:i.evapo.pm","i.evapo.pm","i.evapo.pm",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.evapo.pm.html",FALSE,"Computes potential evapotranspiration calculation with hourly Penman-Monteith.","tif","gpkg",FALSE
"72","grass7","GRASS","grass7:i.evapo.pt","i.evapo.pt","i.evapo.pt",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.evapo.pt.html",FALSE,"Computes evapotranspiration calculation Priestley and Taylor formulation, 1972.","tif","gpkg",FALSE
"73","grass7","GRASS","grass7:i.evapo.time","i.evapo.time","i.evapo.time",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.evapo.time.html",FALSE,"Computes temporal integration of satellite ET actual (ETa) following the daily ET reference (ETo) from meteorological station(s).","tif","gpkg",FALSE
"74","grass7","GRASS","grass7:i.fft","i.fft","i.fft",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.fft.html",FALSE,"Fast Fourier Transform (FFT) for image processing.","tif","gpkg",FALSE
"75","grass7","GRASS","grass7:i.gensig","i.gensig","i.gensig",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.gensig.html",FALSE,"Generates statistics for i.maxlik from raster map.","tif","gpkg",FALSE
"76","grass7","GRASS","grass7:i.gensigset","i.gensigset","i.gensigset",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.gensigset.html",FALSE,"Generates statistics for i.smap from raster map.","tif","gpkg",FALSE
"77","grass7","GRASS","grass7:i.group","i.group","i.group",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.group.html",FALSE,"Regroup multiple mono-band rasters into a single multiband raster.","tif","gpkg",FALSE
"78","grass7","GRASS","grass7:i.his.rgb","i.his.rgb","i.his.rgb",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.his.rgb.html",FALSE,"Transforms raster maps from HIS (Hue-Intensity-Saturation) color space to RGB (Red-Green-Blue) color space.","tif","gpkg",FALSE
"79","grass7","GRASS","grass7:i.ifft","i.ifft","i.ifft",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.ifft.html",FALSE,"Inverse Fast Fourier Transform (IFFT) for image processing.","tif","gpkg",FALSE
"80","grass7","GRASS","grass7:i.image.mosaic","i.image.mosaic","i.image.mosaic",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.image.mosaic.html",FALSE,"Mosaics several images and extends colormap.","tif","gpkg",FALSE
"81","grass7","GRASS","grass7:i.in.spotvgt","i.in.spotvgt","i.in.spotvgt",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.in.spotvgt.html",FALSE,"Imports SPOT VGT NDVI data into a raster map.","tif","gpkg",FALSE
"82","grass7","GRASS","grass7:i.landsat.acca","i.landsat.acca","i.landsat.acca",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.landsat.acca.html",FALSE,"Performs Landsat TM/ETM+ Automatic Cloud Cover Assessment (ACCA).","tif","gpkg",FALSE
"83","grass7","GRASS","grass7:i.landsat.toar","i.landsat.toar","i.landsat.toar",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.landsat.toar.html",FALSE,"Calculates top-of-atmosphere radiance or reflectance and temperature for Landsat MSS/TM/ETM+/OLI","tif","gpkg",FALSE
"84","grass7","GRASS","grass7:i.maxlik","i.maxlik","i.maxlik",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.maxlik.html",FALSE,"Classifies the cell spectral reflectances in imagery data.","tif","gpkg",FALSE
"85","grass7","GRASS","grass7:i.modis.qc","i.modis.qc","i.modis.qc",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.modis.qc.html",FALSE,"Extracts quality control parameters from MODIS QC layers.","tif","gpkg",FALSE
"86","grass7","GRASS","grass7:i.oif","i.oif","i.oif",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.oif.html",FALSE,"Calculates Optimum-Index-Factor table for spectral bands","tif","gpkg",FALSE
"87","grass7","GRASS","grass7:i.pansharpen","i.pansharpen","i.pansharpen",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.pansharpen.html",FALSE,"Image fusion algorithms to sharpen multispectral with high-res panchromatic channels","tif","gpkg",FALSE
"88","grass7","GRASS","grass7:i.pca","i.pca","i.pca",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.pca.html",FALSE,"Principal components analysis (PCA) for image processing.","tif","gpkg",FALSE
"89","grass7","GRASS","grass7:i.rgb.his","i.rgb.his","i.rgb.his",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.rgb.his.html",FALSE,"Transforms raster maps from RGB (Red-Green-Blue) color space to HIS (Hue-Intensity-Saturation) color space.","tif","gpkg",FALSE
"90","grass7","GRASS","grass7:i.segment","i.segment","i.segment",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.segment.html",FALSE,"Identifies segments (objects) from imagery data.","tif","gpkg",FALSE
"91","grass7","GRASS","grass7:i.smap","i.smap","i.smap",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.smap.html",FALSE,"Performs contextual image classification using sequential maximum a posteriori (SMAP) estimation.","tif","gpkg",FALSE
"92","grass7","GRASS","grass7:i.tasscap","i.tasscap","i.tasscap",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.tasscap.html",FALSE,"Performs Tasseled Cap (Kauth Thomas) transformation.","tif","gpkg",FALSE
"93","grass7","GRASS","grass7:i.topo.coor.ill","i.topo.coor.ill","i.topo.coor.ill",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.topo.corr.html",FALSE,"i.topo.coor.ill - Creates illumination model for topographic correction of reflectance.","tif","gpkg",FALSE
"94","grass7","GRASS","grass7:i.topo.corr","i.topo.corr","i.topo.corr",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.topo.corr.html",FALSE,"Computes topographic correction of reflectance.","tif","gpkg",FALSE
"95","grass7","GRASS","grass7:i.vi","i.vi","i.vi",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.vi.html",FALSE,"Calculates different types of vegetation indices.","tif","gpkg",FALSE
"96","grass7","GRASS","grass7:i.zc","i.zc","i.zc",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Imagery (i.*)",FALSE,"file:///usr/share/doc/grass-doc/html/i.zc.html",FALSE,"Zero-crossing ""edge detection"" raster function for image processing.","tif","gpkg",FALSE
"97","grass7","GRASS","grass7:m.cogo","m.cogo","m.cogo",TRUE,TRUE,"GRASS GIS (7.8.2)",NA,NA,TRUE,FALSE,"Miscellaneous (m.*)",FALSE,"file:///usr/share/doc/grass-doc/html/m.cogo.html",FALSE,"A simple utility for converting bearing and distance measurements to coordinates and vice versa. It assumes a Cartesian coordinate system","tif","gpkg",FALSE
